,Make,Price,Year,Kilometer,Fuel Type
1213,Hyundai,1625000,2022,27800,Diesel
1214,Maruti Suzuki,695000,2019,46027,Petrol
1215,Toyota,875000,2018,23148,Petrol
1216,Skoda,1495000,2017,28000,Petrol
1217,Maruti Suzuki,725000,2019,11874,Petrol
1218,Hyundai,875000,2017,50000,Petrol
1219,BMW,2250000,2014,88000,Diesel
1220,Ford,2350000,2016,75000,Diesel
1221,BMW,2690000,2019,15500,Diesel
1222,Maruti Suzuki,695000,2016,82445,Diesel
1223,Honda,600000,2014,75574,Petrol
1224,Maruti Suzuki,375000,2015,64000,CNG
1225,Hyundai,315000,2012,75000,Petrol
1226,Ford,775000,2019,14095,Petrol
1227,Audi,3075000,2017,17000,Diesel
1228,Renault,415000,2014,70000,Diesel
1229,Maruti Suzuki,765000,2017,68000,Diesel
1230,Maruti Suzuki,520000,2018,40000,Petrol
1231,Jaguar,3900000,2015,39000,Diesel
1232,Hyundai,850000,2016,72000,Diesel
1233,Maruti Suzuki,969999,2016,39000,Diesel
1234,Maruti Suzuki,575000,2016,62000,Diesel
1235,Ford,3900000,2021,41086,Diesel
1236,BMW,1395000,2013,65000,Diesel
1237,Skoda,1625000,2021,7900,Petrol
1238,Kia,1499000,2021,22000,Diesel
1239,Volkswagen,2050000,2018,73000,Diesel
1240,Skoda,1300000,2016,55000,Petrol
1241,Skoda,3199000,2019,6900,Diesel
1242,Maruti Suzuki,450000,2017,65000,Petrol
1243,Honda,675000,2015,48000,Diesel
1244,Maruti Suzuki,280000,2018,48000,Petrol
1245,Maruti Suzuki,425000,2018,18000,Petrol
1246,Rolls-Royce,20000000,2011,27000,Petrol
1247,Mercedes-Benz,1250000,2012,78000,Diesel
1248,Hyundai,1175000,2014,87938,Diesel
1249,Hyundai,545000,2019,43000,CNG
1250,Mercedes-Benz,495000,2008,95200,Diesel
1251,Maruti Suzuki,500000,2016,26000,Petrol
1252,Maruti Suzuki,390000,2015,70000,Petrol
1253,Maruti Suzuki,575000,2019,31000,CNG
1254,BMW,2100000,2014,103000,Diesel
1255,Hyundai,250000,2012,54556,Petrol
1256,Maruti Suzuki,685000,2019,74000,Petrol
1257,Renault,320000,2016,64000,Petrol
1258,Maruti Suzuki,620000,2016,85000,Diesel
1259,Maruti Suzuki,600000,2018,54000,Petrol
1260,Jeep,1750000,2019,57000,Petrol
1261,Land Rover,4950000,2018,38000,Diesel
1262,Hyundai,1015000,2015,68566,Diesel
1263,Toyota,390000,2009,68195,Petrol
1264,Maruti Suzuki,755000,2017,57000,Petrol
1265,Hyundai,1825000,2021,45000,Petrol
1266,Maruti Suzuki,416000,2014,60116,Petrol
1267,Maruti Suzuki,325000,2010,82202,Diesel
1268,Maruti Suzuki,218000,2008,51000,Petrol
1269,Mercedes-Benz,2800000,2018,24000,Diesel
1270,Maruti Suzuki,650000,2017,86000,Diesel
1271,Honda,790000,2018,41000,Diesel
1272,Honda,540000,2015,76000,Diesel
1273,Maruti Suzuki,375000,2011,120000,Diesel
1274,BMW,3990000,2021,12500,Petrol
1275,Porsche,10900000,2018,6300,Petrol
1276,Maruti Suzuki,245000,2009,114000,Petrol
1277,Maruti Suzuki,260000,2015,25862,Petrol
1278,Skoda,3200000,2018,35000,Diesel
1279,Ford,240000,2010,72000,Diesel
1280,Hyundai,800000,2015,90000,Diesel
1281,Honda,745000,2016,38000,Petrol
1282,Mercedes-Benz,7390000,2021,7000,Diesel
1283,BMW,5900000,2017,83985,Diesel
1284,Honda,675000,2019,74237,Petrol
1285,BMW,2650000,2018,53000,Diesel
1286,Maruti Suzuki,340000,2016,52303,Petrol
1287,Maruti Suzuki,620000,2019,42356,Petrol
1288,Maruti Suzuki,297000,2013,84000,Diesel
1289,Toyota,500000,2016,114000,Diesel
1290,Hyundai,1149000,2019,26894,Petrol
1291,Mercedes-Benz,2650000,2017,70000,Diesel
1292,Toyota,1375000,2012,98352,Diesel
1293,Hyundai,235000,2009,107000,Petrol
1294,BMW,2280000,2014,68000,Diesel
1295,Toyota,3090000,2017,52000,Diesel
1296,Lexus,4375000,2017,31059,Petrol
1297,Maruti Suzuki,749000,2017,114000,Diesel
1298,BMW,4800000,2017,35000,Diesel
1299,Mahindra,785000,2017,44000,Diesel
1300,Hyundai,750000,2017,72000,Diesel
1301,Mercedes-Benz,4150000,2019,8000,Diesel
1302,Maruti Suzuki,320000,2014,54000,Petrol
1303,Mercedes-Benz,1750000,2015,99000,Diesel
1304,Mahindra,944999,2019,88000,Diesel
1305,Land Rover,27500000,2020,11000,Diesel
1306,Ford,4100000,2021,19000,Diesel
1307,MG,1750000,2021,33000,Petrol
1308,Maruti Suzuki,811000,2018,44153,Diesel
1309,Land Rover,6900000,2020,32368,Diesel
1310,Hyundai,725000,2016,42000,Diesel
1311,Jaguar,4600000,2020,56000,Diesel
1312,Tata,1485000,2020,10000,Electric
1313,Land Rover,19300000,2019,63000,Diesel
1314,Hyundai,650000,2017,49422,Petrol
1315,MG,1925000,2021,19000,Petrol
1316,Honda,590000,2015,75258,Petrol
1317,Hyundai,495000,2019,46000,CNG
1318,Maruti Suzuki,695000,2016,68921,Diesel
1319,Hyundai,799000,2018,79800,Diesel
1320,Volkswagen,325000,2013,53000,Petrol
1321,Mahindra,1190000,2018,59000,Diesel
1322,Jaguar,5800000,2017,30000,Diesel
1323,Maruti Suzuki,140000,2009,65000,Petrol
1324,Maruti Suzuki,750000,2021,58000,Petrol
1325,Mercedes-Benz,2600000,2014,94000,Diesel
1326,Maruti Suzuki,299000,2017,45000,CNG
1327,Toyota,3470000,2018,62152,Diesel
1328,Hyundai,1075000,2019,28000,Petrol
1329,Hyundai,650000,2019,15000,Petrol
1330,Honda,425000,2014,53610,Petrol
1331,Nissan,445000,2014,75000,Diesel
1332,Maruti Suzuki,1225000,2022,16000,Petrol
1333,Audi,1350000,2015,60000,Diesel
1334,Volkswagen,345000,2011,101923,Petrol
1335,Mercedes-Benz,1450000,2014,45000,Diesel
1336,Toyota,2749000,2017,120000,Diesel
1337,Hyundai,141000,2009,56400,Petrol
1338,Hyundai,1375000,2017,70000,Diesel
1339,Toyota,1825000,2016,82567,Diesel
1340,Audi,4900000,2015,32000,Diesel
1341,Honda,525000,2015,68244,Diesel
1342,Audi,3300000,2014,25000,Diesel
1343,Hyundai,405000,2018,34000,Petrol
1344,Audi,2550000,2017,36000,Diesel
1345,Honda,875000,2019,36000,Petrol
1346,Maruti Suzuki,355000,2014,68005,Petrol
1347,Ford,925000,2018,74797,Diesel
1348,Land Rover,6500000,2021,12000,Diesel
1349,Hyundai,625000,2019,31000,Petrol
1350,Datsun,425000,2020,7520,Petrol
1351,Hyundai,550000,2015,58078,Petrol
1352,Volkswagen,434999,2014,79081,Diesel
1353,Mercedes-Benz,5900000,2018,28000,Diesel
1354,Mercedes-Benz,3500000,2017,72000,Diesel
1355,Hyundai,1750000,2022,23000,Petrol
1356,Chevrolet,475000,2012,74000,Diesel
1357,Hyundai,425000,2015,11628,Petrol
1358,Ford,675000,2017,81323,Diesel
1359,Maruti Suzuki,675000,2016,50000,Diesel
1360,Toyota,1725000,2016,145000,Diesel
1361,Audi,1760000,2017,48000,Petrol
1362,Maruti Suzuki,730000,2017,80000,Diesel
1363,Maruti Suzuki,301000,2011,28513,Petrol
1364,Maruti Suzuki,275000,2011,42000,LPG
1365,Ford,225000,2013,87000,Diesel
1366,Hyundai,185000,2012,55700,Petrol
1367,Maruti Suzuki,285000,2017,45600,Petrol
1368,Volkswagen,350000,2013,78000,Diesel
1369,Rolls-Royce,20000000,2012,55000,Petrol
1370,Mercedes-Benz,12900000,2021,3000,Diesel
1371,Skoda,1650000,2017,52458,Petrol
1372,Maruti Suzuki,265000,2017,30000,CNG
1373,Tata,395000,2017,46992,Petrol
1374,Honda,500000,2016,54440,Petrol
1375,Mahindra,2770000,2019,32000,Diesel
1376,Mercedes-Benz,2450000,2015,103000,Diesel
1377,Audi,3125000,2020,28600,Petrol
1378,Kia,2950000,2020,72000,Diesel
1379,Maruti Suzuki,620000,2016,64906,Diesel
1380,Mercedes-Benz,2250000,2016,79000,Diesel
1381,Maruti Suzuki,565000,2017,64000,Petrol
1382,Hyundai,550000,2018,56000,Petrol
1383,Hyundai,178000,2007,85000,Petrol
1384,Mahindra,1550000,2022,12000,Diesel
1385,Maruti Suzuki,711000,2018,67900,Diesel
1386,Tata,375000,2018,48144,Petrol
1387,BMW,4475000,2021,7100,Diesel
1388,Porsche,9100000,2022,9000,Petrol
1389,Maruti Suzuki,245000,2016,64000,Petrol
1390,Honda,690000,2016,38000,Diesel
1391,Toyota,944999,2016,65321,Diesel
1392,Mercedes-Benz,1350000,2014,80000,Petrol
1393,Maruti Suzuki,850000,2018,37093,Diesel
1394,Volkswagen,1200000,2021,37230,Petrol
1395,Maruti Suzuki,329000,2014,76116,Petrol
1396,Honda,300000,2010,83359,Petrol
1397,Audi,1150000,2013,30000,Diesel
1398,BMW,4900000,2018,38000,Diesel
1399,Hyundai,465000,2019,28000,CNG
1400,Skoda,2350000,2018,14120,Petrol
1401,Hyundai,250000,2014,25000,Petrol
1402,MG,1950000,2020,28584,Petrol
1403,BMW,2975000,2015,87000,Diesel
1404,Land Rover,3800000,2017,50000,Diesel
1405,Maruti Suzuki,330000,2017,63200,CNG
1406,Hyundai,409999,2014,55000,Petrol
1407,Ford,575000,2019,71569,Diesel
1408,Hyundai,270000,2012,41200,Petrol
1409,Mahindra,434999,2013,117000,Diesel
1410,Maruti Suzuki,465000,2014,65000,Petrol
1411,BMW,6800000,2022,33000,Diesel
1412,Hyundai,350000,2011,21000,Petrol
1413,Hyundai,900000,2020,23000,Petrol
1414,Maruti Suzuki,595000,2016,26357,Petrol
1415,Hyundai,1260000,2018,33500,Petrol
1416,Tata,530000,2020,5923,Diesel
1417,Maruti Suzuki,599000,2015,72000,Diesel
1418,Mahindra,1595000,2018,54154,Diesel
1419,Volvo,1798999,2017,14000,Diesel
1420,Maruti Suzuki,636000,2021,35500,Petrol
1421,Hyundai,950000,2018,63000,Diesel
1422,Maruti Suzuki,800000,2017,52836,Diesel
1423,Maruti Suzuki,434000,2017,50000,Petrol
1424,Hyundai,625000,2016,72114,Diesel
1425,Maruti Suzuki,245000,2015,72000,CNG
1426,Mercedes-Benz,3100000,2019,24000,Petrol
1427,Audi,1490000,2012,42000,Diesel
1428,BMW,6000000,2018,27600,Diesel
1429,Maruti Suzuki,295000,2015,31000,Petrol
1430,Maruti Suzuki,450000,2018,32000,Petrol
1431,Toyota,1989999,2018,55000,Diesel
1432,Lexus,3900000,2017,31059,Petrol
1433,Honda,635000,2016,72200,Diesel
1434,Tata,575000,2013,72000,Diesel
1435,Maruti Suzuki,590000,2016,77000,Diesel
1436,Honda,1199000,2020,26497,Petrol
1437,Hyundai,380000,2013,57000,Petrol
1438,Audi,975000,2012,56000,Diesel
1439,Maruti Suzuki,365000,2015,20100,Petrol
1440,Audi,1000000,2010,67000,Petrol
1441,Mahindra,1800000,2021,14500,Diesel
1442,Hyundai,245000,2011,41000,Petrol
1443,Kia,1275000,2021,30000,Diesel
1444,Mercedes-Benz,7000000,2020,19000,Petrol
1445,Mahindra,955000,2016,110000,Diesel
1446,Mahindra,630000,2015,115339,Diesel
1447,Audi,4475000,2020,18000,Diesel
1448,Mahindra,1950000,2022,4500,Diesel
1449,BMW,1295000,2011,56000,Diesel
1450,Hyundai,890000,2017,49000,Petrol
1451,Mercedes-Benz,6750000,2022,7000,Diesel
1452,BMW,2275000,2015,78362,Diesel
1453,Mahindra,1864999,2020,30000,Diesel
1454,Hyundai,540000,2015,59000,Diesel
1455,BMW,3125000,2018,49000,Diesel
1456,Mercedes-Benz,3200000,2014,60513,Diesel
1457,Mercedes-Benz,2750000,2019,56500,Diesel
1458,Hyundai,400000,2013,71000,Diesel
1459,Audi,3750000,2016,88000,Diesel
1460,Hyundai,800000,2018,68000,Diesel
1461,Maruti Suzuki,780000,2017,94827,Diesel
1462,Maruti Suzuki,220000,2010,62000,Petrol
1463,Maruti Suzuki,225000,2012,57000,CNG
1464,BMW,2385000,2017,22120,Diesel
1465,BMW,3400000,2019,11000,Diesel
1466,Audi,2850000,2017,58000,Petrol
1467,Maruti Suzuki,990000,2019,54572,Diesel
1468,Honda,325000,2010,56000,Petrol
1469,Honda,325000,2011,89000,Petrol
1470,Skoda,549000,2014,42000,Diesel
1471,Renault,340000,2017,6000,Diesel
1472,Honda,425000,2013,79500,Diesel
1473,BMW,1689999,2015,82000,Diesel
1474,Toyota,2750000,2021,34228,Diesel
1475,Maruti Suzuki,515000,2014,141334,Diesel
1476,Maruti Suzuki,550000,2018,50000,Petrol
1477,Nissan,550000,2014,65000,Diesel
1478,Tata,555000,2018,20000,Petrol
1479,Maruti Suzuki,391000,2017,24000,Petrol
1480,Maruti Suzuki,560000,2017,36000,Petrol
1481,Audi,1420000,2013,117000,Diesel
1482,Volkswagen,950000,2021,24000,Petrol
1483,Maruti Suzuki,490000,2017,82000,Petrol
1484,Hyundai,1044999,2016,78000,Diesel
1485,Audi,5200000,2017,45000,Diesel
1486,Hyundai,1125000,2019,50000,Petrol
1487,MINI,1950000,2014,24000,Diesel
1488,Maruti Suzuki,260000,2009,77000,Petrol
1489,Hyundai,165000,2009,55000,Petrol
1490,Hyundai,490000,2018,66000,Petrol
1491,Maruti Suzuki,185000,2012,37000,Petrol
1492,Honda,375000,2012,80350,Petrol
1493,Mercedes-Benz,975000,2013,102000,Diesel
1494,Maruti Suzuki,450000,2016,48200,Petrol
1495,Maruti Suzuki,459999,2015,55000,Diesel
1496,Lexus,5200000,2020,14000,Hybrid
1497,Hyundai,700000,2020,25000,Petrol
1498,Volkswagen,1025000,2020,20124,Petrol
1499,Hyundai,380000,2015,55660,Petrol
1500,Skoda,819999,2015,94580,Petrol
1501,Mercedes-Benz,1691000,2015,45000,Petrol
1502,Mercedes-Benz,5200000,2019,10000,Diesel
1503,Maruti Suzuki,725000,2016,57000,Diesel
1504,Hyundai,725000,2021,45000,CNG
1505,Maruti Suzuki,155000,2011,90342,CNG
1506,Honda,700000,2022,1000,Petrol
1507,Hyundai,235000,2011,135000,Diesel
1508,Toyota,1975000,2014,123000,Diesel
1509,Mahindra,810000,2012,47531,Diesel
1510,Kia,1350000,2019,79000,Diesel
1511,Mahindra,450000,2011,95000,Diesel
1512,Hyundai,250000,2011,53000,Petrol
1513,Hyundai,819999,2020,30000,Diesel
1514,Toyota,2690000,2017,65000,Diesel
1515,Hyundai,1240000,2018,440000,Diesel
1516,Honda,790000,2016,63088,Petrol
1517,Hyundai,150000,2008,62000,Petrol
1518,Chevrolet,400000,2011,80000,Diesel
1519,BMW,8300000,2020,29000,Diesel
1520,Volvo,6000000,2020,2600,Diesel
1521,Hyundai,390000,2014,81000,Diesel
1522,Hyundai,385000,2011,73000,Petrol
1523,Ford,3650000,2019,34000,Diesel
1524,Hyundai,547000,2013,36623,Petrol
1525,Hyundai,1295000,2018,30000,Petrol
1526,Maruti Suzuki,570000,2022,5000,Petrol
1527,Honda,844999,2014,80121,Petrol
1528,Hyundai,250000,2011,64000,Petrol
1529,Toyota,1670000,2019,39000,Petrol
1530,Maruti Suzuki,890000,2017,70000,Diesel
1531,Audi,2380000,2019,36000,Diesel
1532,Maruti Suzuki,775000,2018,40000,Petrol
1533,Mercedes-Benz,7050000,2022,1102,Petrol
1534,Volkswagen,500000,2014,62000,Diesel
1535,Mercedes-Benz,675000,2011,97000,Diesel
1536,Volkswagen,525000,2014,43550,Petrol
1537,Ford,850000,2019,28000,Diesel
1538,Renault,390000,2018,47874,Petrol
1539,Hyundai,965000,2018,87001,Diesel
1540,Ssangyong,975000,2013,72000,Diesel
1541,BMW,3025000,2019,59000,Diesel
1542,Toyota,650000,2012,143477,Diesel
1543,Audi,1390000,2014,85900,Diesel
1544,Maruti Suzuki,950000,2022,10000,Petrol
1545,Audi,5900000,2018,47000,Diesel
1546,Maruti Suzuki,409999,2014,55000,Petrol
1547,Volkswagen,575000,2017,69508,Diesel
1548,Honda,1450000,2022,2500,Diesel
1549,Maruti Suzuki,185000,2010,64000,Petrol
1550,Mercedes-Benz,1650000,2014,53089,Petrol
1551,Maruti Suzuki,823000,2018,90000,Petrol
1552,Tata,2095000,2021,23000,Diesel
1553,Maruti Suzuki,350000,2012,55000,Petrol
1554,Hyundai,335000,2016,64000,Diesel
1555,Hyundai,649000,2020,52236,Petrol
1556,Honda,400000,2013,76000,Petrol
1557,BMW,5500000,2020,19000,Petrol
1558,Toyota,1375000,2013,97000,Diesel
1559,Hyundai,1190000,2018,76000,Diesel
1560,Tata,1930000,2021,15000,Diesel
1561,Toyota,990000,2015,98000,Diesel
1562,Hyundai,725000,2017,36597,Petrol
1563,Mercedes-Benz,6100000,2022,500,Diesel
1564,Maruti Suzuki,575000,2015,48000,Petrol
1565,Land Rover,3200000,2016,55000,Diesel
1566,Toyota,2850000,2022,16000,Diesel
1567,Maruti Suzuki,725000,2016,53000,Petrol
1568,Nissan,380000,2013,35000,Diesel
1569,Honda,434999,2014,50000,Petrol
1570,Volkswagen,425000,2016,52600,Petrol
1571,Honda,675000,2020,25000,Petrol
1572,Hyundai,399000,2014,74000,Petrol
1573,Volkswagen,685000,2015,85000,Diesel
1574,Maruti Suzuki,265000,2011,28000,Petrol
1575,Volkswagen,940000,2021,35000,Petrol
1576,Mercedes-Benz,13100000,2021,17000,Petrol
1577,Audi,2690000,2016,57000,Diesel
1578,Honda,1255000,2021,10000,Petrol
1579,Audi,825000,2009,63300,Diesel
1580,Hyundai,390000,2014,46000,Petrol
1581,Hyundai,525000,2014,64000,Diesel
1582,Audi,3450000,2022,4600,Petrol
1583,Mercedes-Benz,2825000,2018,23000,Diesel
1584,Mahindra,1090000,2017,144933,Diesel
1585,Honda,275000,2009,80000,Petrol
1586,Toyota,434999,2015,32545,Petrol
1587,Hyundai,2089999,2019,31000,Diesel
1588,Maruti Suzuki,500000,2015,50000,Diesel
1589,Maruti Suzuki,400000,2015,65000,Diesel
1590,Hyundai,225000,2012,26000,Petrol
1591,Mahindra,965000,2021,27000,Diesel
1592,Hyundai,825000,2017,62000,Diesel
1593,Hyundai,254999,2012,17000,Petrol
1594,Mahindra,525000,2015,39234,Diesel
1595,Ford,285000,2013,72000,Diesel
1596,Chevrolet,229999,2011,41215,Diesel
1597,Volvo,4400000,2020,16519,Petrol
1598,Maruti Suzuki,200000,2011,51000,Petrol
1599,Maruti Suzuki,1011000,2019,74179,Diesel
1600,Mercedes-Benz,6500000,2020,13000,Diesel
1601,Maruti Suzuki,1063000,2019,31056,Diesel
1602,Maruti Suzuki,675000,2016,49148,Petrol
1603,Mercedes-Benz,7475000,2021,13000,Diesel
1604,Mercedes-Benz,7000000,2021,19000,Diesel
1605,Audi,2175000,2015,152000,Diesel
1606,Honda,690000,2015,59000,Petrol
1607,Audi,1525000,2016,32000,Diesel
1608,Honda,475000,2011,72000,Petrol
1609,Hyundai,1123000,2017,80000,Diesel
1610,Maruti Suzuki,990000,2019,21894,Petrol
1611,BMW,5250000,2018,21000,Diesel
1612,Honda,515000,2015,63587,Diesel
1613,Maruti Suzuki,850000,2019,32000,Petrol
1614,Maruti Suzuki,865000,2018,53694,Diesel
1615,Maruti Suzuki,365000,2009,140000,Diesel
1616,Mercedes-Benz,3390000,2015,91100,Diesel
1617,Audi,1450000,2014,58000,Diesel
1618,Hyundai,434999,2012,76148,Diesel
1619,Mahindra,650000,2015,104000,Diesel
1620,Audi,1175000,2013,50000,Diesel
1621,Hyundai,325000,2017,56000,Petrol
1622,Renault,525000,2014,48000,Diesel
1623,Maruti Suzuki,1225000,2021,23000,Petrol
1624,Mercedes-Benz,4200000,2021,5600,Diesel
1625,Hyundai,550000,2015,33000,Petrol
1626,Hyundai,1275000,2019,58900,Diesel
1627,Jeep,1585000,2019,65000,Diesel
1628,Toyota,960000,2012,222000,Diesel
1629,Land Rover,3900000,2016,20000,Diesel
1630,Renault,434999,2019,32000,Petrol
1631,Mahindra,650000,2017,62000,Diesel
1632,Maruti Suzuki,775000,2017,71000,Petrol
1633,Hyundai,185000,2008,61000,Petrol
1634,Maruti Suzuki,204999,2011,42152,Petrol
1635,Hyundai,560000,2017,29000,Petrol
1636,Toyota,1000000,2014,158690,Diesel
1637,Mercedes-Benz,5000000,2016,61000,Diesel
1638,Maruti Suzuki,635000,2016,92000,Diesel
1639,Maruti Suzuki,650000,2020,42000,Petrol
1640,Datsun,345000,2019,60969,Petrol
1641,Mahindra,865000,2017,93000,Diesel
1642,Audi,1380000,2014,100000,Diesel
1643,Maruti Suzuki,585000,2018,31000,Petrol
1644,Toyota,690000,2020,55000,Petrol
1645,Maruti Suzuki,380000,2018,68320,CNG
1646,Tata,850000,2018,65000,Diesel
1647,Toyota,1750000,2013,95000,Diesel
1648,Maruti Suzuki,275000,2013,85785,Diesel
1649,Volkswagen,690000,2018,38000,Petrol
1650,Hyundai,1130000,2020,12905,Petrol
1651,Toyota,2295000,2019,26000,Diesel
1652,Mercedes-Benz,4100000,2021,9000,Petrol
1653,Tata,725000,2018,65000,Diesel
1654,Hyundai,595000,2019,48000,Petrol
1655,Hyundai,290000,2011,91000,Petrol
1656,Hyundai,350000,2011,84873,Petrol
1657,Jeep,6100000,2022,15000,Petrol
1658,Mahindra,1080000,2020,52000,Diesel
1659,Toyota,299000,2013,90000,Diesel
1660,Maruti Suzuki,575000,2018,58000,Petrol + CNG
1661,Honda,390000,2014,67000,Petrol
1662,Mahindra,875000,2015,67000,Diesel
1663,Hyundai,1175000,2021,37556,Diesel
1664,Maruti Suzuki,260000,2012,54000,Petrol
1665,Honda,650000,2019,42000,Petrol
1666,Volkswagen,625000,2017,55000,Petrol
1667,MG,1725000,2019,23952,Diesel
1668,Maruti Suzuki,299000,2015,92000,CNG
1669,Hyundai,375000,2013,34000,Petrol
1670,Maruti Suzuki,639000,2020,44300,Petrol
1671,Maruti Suzuki,591000,2015,65000,Diesel
1672,Mercedes-Benz,4200000,2018,102000,Diesel
1673,Honda,250000,2009,110000,Petrol
1674,Kia,1399000,2021,11000,Petrol
1675,Hyundai,740000,2020,39000,CNG
1676,Hyundai,175000,2009,65000,Petrol
1677,BMW,3750000,2019,42500,Diesel
1678,BMW,1600000,2013,80000,Diesel
1679,Maruti Suzuki,285000,2013,25200,Petrol
1680,Honda,250000,2017,132683,Diesel
1681,Renault,625000,2017,81000,Diesel
1682,Maruti Suzuki,190000,2011,58888,Petrol
1683,BMW,4800000,2019,30000,Diesel
1684,Maruti Suzuki,575000,2015,50599,Petrol
1685,BMW,2800000,2017,29000,Diesel
1686,Honda,785000,2018,23000,Petrol
1687,Land Rover,4575000,2019,50000,Diesel
1688,Audi,1950000,2016,84878,Diesel
1689,BMW,4800000,2019,31000,Diesel
1690,Toyota,1998999,2019,71063,Diesel
1691,Ford,475000,2016,69001,Petrol
1692,Hyundai,415000,2014,62000,Diesel
1693,Hyundai,375000,2012,82000,Diesel
1694,Toyota,300000,2011,49200,Petrol
1695,Mahindra,1500000,2021,8000,Petrol
1696,Maruti Suzuki,975000,2019,58000,Diesel
1697,Maruti Suzuki,370000,2015,64000,Petrol
1698,Hyundai,250000,2012,48568,Petrol
1699,Jaguar,3150000,2014,66500,Diesel
1700,Mahindra,1115000,2018,58590,Diesel
1701,Hyundai,130000,2009,59000,Petrol
1702,Maruti Suzuki,299000,2013,47000,Petrol
1703,Hyundai,300000,2014,40000,Petrol
1704,Skoda,3325000,2021,13092,Petrol
1705,Audi,1950000,2016,57057,Diesel
1706,Maruti Suzuki,500000,2015,90000,Diesel
1707,Hyundai,595000,2015,45000,Petrol
1708,Maruti Suzuki,484999,2018,44000,Petrol
1709,Mahindra,1700000,2021,17000,Diesel
1710,Maruti Suzuki,579000,2019,50860,Petrol
1711,Ford,3800000,2020,20000,Diesel
1712,Toyota,3290000,2018,51000,Diesel
1713,Mercedes-Benz,4250000,2018,24000,Diesel
1714,Maruti Suzuki,535000,2017,34908,Petrol
1715,Renault,775000,2017,67000,Diesel
1716,Maruti Suzuki,345000,2014,19000,Petrol
1717,Skoda,3400000,2019,30600,Petrol
1718,BMW,4500000,2018,49500,Diesel
1719,Honda,525000,2016,18800,Petrol
1720,Hyundai,650000,2016,100000,Petrol
1721,Hyundai,1074000,2017,50050,Petrol
1722,Hyundai,1750000,2021,14000,Diesel
1723,Nissan,590000,2014,55000,Diesel
1724,Ford,7990000,2018,23000,Petrol
1725,Hyundai,1725000,2020,35000,Diesel
1726,Maruti Suzuki,630000,2019,20734,Petrol
1727,Mercedes-Benz,6975000,2020,15200,Diesel
1728,Toyota,1375000,2013,83000,Diesel
1729,Honda,425000,2014,75000,Diesel
1730,Toyota,2196000,2019,42794,Diesel
1731,Mercedes-Benz,6300000,2020,40000,Diesel
1732,Maruti Suzuki,200000,2008,41000,Petrol
1733,Honda,250000,2009,72256,Petrol
1734,Audi,2950000,2018,17300,Diesel
1735,Mahindra,985000,2017,68000,Diesel
1736,Hyundai,750000,2019,43600,Petrol
1737,Maruti Suzuki,450000,2018,43000,Petrol
1738,Maruti Suzuki,849000,2021,17283,Petrol
1739,Maruti Suzuki,430000,2014,59000,Petrol
1740,Maruti Suzuki,740000,2017,88000,Diesel
1741,Mercedes-Benz,1975000,2015,19000,Petrol
1742,BMW,12500000,2021,9500,Petrol
1743,Hyundai,1260000,2018,36000,Petrol
1744,Renault,250000,2017,32000,Petrol
1745,Hyundai,975000,2018,53300,Petrol
1746,Audi,4151000,2022,1,Petrol
1747,BMW,3250000,2020,32005,Diesel
1748,Ford,3450000,2018,35000,Diesel
1749,BMW,6680000,2022,18223,Petrol
1750,Mahindra,600000,2016,92000,Diesel
1751,Hyundai,1465000,2019,22000,Petrol
1752,Hyundai,475000,2014,62000,Petrol
1753,Renault,1000000,2022,4000,Petrol
1754,Toyota,1850000,2016,72000,Diesel
1755,Maruti Suzuki,570000,2015,60798,Petrol
1756,Hyundai,770000,2016,20000,Petrol
1757,Honda,1040000,2019,18000,Petrol
1758,Mahindra,675000,2014,78000,Diesel
1759,Maruti Suzuki,450000,2014,52000,Petrol
1760,Maruti Suzuki,800000,2022,10000,Petrol
1761,Tata,2200000,2021,32000,Diesel
1762,Mahindra,1075000,2015,138000,Diesel
1763,Maruti Suzuki,560000,2018,84500,Diesel
1764,Hyundai,450000,2016,47000,Petrol
1765,Volvo,4175000,2018,20000,Diesel
1766,MINI,5200000,2022,0,Petrol
1767,Hyundai,810000,2018,73000,Diesel
1768,Mercedes-Benz,1875000,2011,72000,Petrol
1769,Honda,520000,2015,42000,Petrol
1770,Mercedes-Benz,8900000,2021,9000,Diesel
1771,Porsche,5590000,2015,33000,Diesel
1772,Maruti Suzuki,425000,2015,36528,Diesel
1773,Maruti Suzuki,325000,2012,30000,Petrol
1774,MG,1889999,2021,17000,Petrol
1775,Volvo,1950000,2016,79000,Diesel
1776,BMW,5300000,2019,15087,Diesel
1777,Mahindra,950000,2018,41000,Diesel
1778,Volvo,8500000,2021,32500,Diesel
1779,Audi,1975000,2015,61000,Diesel
1780,Mercedes-Benz,4200000,2017,85000,Diesel
1781,Mercedes-Benz,3500000,2019,55000,Diesel
1782,Renault,375000,2017,45000,Petrol
1783,Mercedes-Benz,1825000,2016,58000,Diesel
1784,Mahindra,1710000,2021,4400,Petrol
1785,Maruti Suzuki,375000,2014,35000,Petrol
1786,Maruti Suzuki,285000,2016,22346,Petrol
1787,Mahindra,1850000,2021,23280,Petrol
1788,Maruti Suzuki,621000,2013,72000,Diesel
1789,Mitsubishi,1475000,2016,82000,Diesel
1790,Toyota,1800000,2015,86000,Diesel
1791,Hyundai,399000,2018,38000,Petrol
1792,Hyundai,890000,2015,138314,Diesel
1793,Hyundai,1325000,2021,9900,Petrol
